,Unnamed: 0,date,developerResponse,review,rating,isEdited,title
374,374,2021-01-17 08:17:42,,"배달이 진짜 빨라요~^^한집 하나씩 배달 컨셉이 너무좋아요.타 배달업체는 배달한번시키면 적어도 1시간은 기본인데..쿠팡이츠는 배달이 빨라서 기분좋게 시킬수 있고 쿠팡이츠를 알고 부턴  여기에서만 주문하게 되요~다른배달업체 어플은 손이 안가요~
쿠팡이츠 한집 하나씩 배달 계속 쭉~흥 하세요^^
짱!!짱!!!짱!!!",5,False,쿠팡이츠~^^
375,375,2020-08-29 11:38:34,,"주문도 너무 간편하고 쿠팡 고객이라면 더욱더 별도의 과정없이 등록이 되니 너무 편합니다!
 주문부터 배달완료까지  내 음식이 어디쯤 오는지 실시간으로 지도로 보여지니 신기하고, 편합니다!
쿠팡이츠! 좋네요!!",5,False,내가 시킨 음식이 오고 있어요~~~^^
376,376,2020-10-22 01:28:25,,입점한 가게입장으로 서비스 최악수준입니다. 일단문제점1.소비자가작성한 리뷰에 댓글을달수없음 즉 소비자와 소통불가로 소비자에게 직접전화하지않는이상 대화불가 2.브레이크타임 설정불가ㅋㅋ이건진짜 무슨생각으로 만들었는지ㅋㅋ그정도로 아직 미흡한플랫폼 3.배민처럼 사장님이 메뉴변경등등 할수없음 하려면 메일보내야됨 최소3일이상걸림 최악임 4.고객센터만운영하고 그외의 상담불가 전화해도 자기소관이아니라고함 5.치타배달의 기준모호: 배달원이 조리시간보다 일찍오거나 늦게오는경우 비일비재함 근데 준비완료를 제시간에 누르지않으면 등급떨어짐ㅋㅋㅋㅋㅋㅋㅋ진짜 이딴 서비스로 쿠팡이미지까지 나빠질라함,1,False,최악의 플랫폼
377,377,2020-08-05 03:24:06,,"배민 배달에 대해 여러차례 불편을 겪으면서도 어쩔슈 없이 사용했었는데 쿠팡잇츠 생겨서 너무 좋습니다. 
부디 지금의 이 빠른 배달 서비스가 계속 지속될수 있으면 좋겠습키다.",5,False,너무 감사합니다
378,378,2020-03-05 01:59:20,,"를 요즘 쿠팡이츠를 통해 실감하고 있는 1인으로서 
쿠팡이츠 강추강추합니다 !! 어플도 깔끔하고 간편해서 주문하기도 쉽고, 이츠가 배달이 빠르다보니 배 너무 고플 때 시켜도 많이 안기다리고 음식을 맛있게 먹을 수 있습니다 !!!!!",5,False,빠른배송이 좋은 이유
379,379,2022-09-28 08:30:20,"{'id': 32351006, 'body': '안녕하세요, 쿠팡이츠 입니다.\r\n\r\n고객님께서는 쿠팡이츠를 이용하시며 맛있는 음식이 배달되어 즐거운 식사가 되길 기대하였을텐데 배달 지연으로 인하여 불편을 드리게 되어 대단히 송구스럽습니다.\r\n\r\n말씀하여 주신 배달지연이 발생된 원인에 대하여 내부 담당부서와의 논의를 통해 보다 만족스러운 배달이 이루어질 수 있는 방향에 대해 고민하겠습니다. \r\n\r\n다시 한번 이용에 불편을 드려 죄송합니다. \r\n\r\n감사합니다.\r\n\r\n- 쿠팡이츠 드림 - ', 'modified': '2022-10-03T07:05:35Z'}","배달비 비싸도 배달 되는 곳이 쿠팡이츠밖에 없고 시간도 미리 알려줘서 여태 잘 시간에 맞춰 왔는데요 요즘은 기본 1-2시간씩 지연되네요 장난하는 것도 아니고 뭐예요 10-20분도 아니고 2시간 넘게 지연되는 건 아니죠 점심 먹으려고 시켰는데 거의 저녁 돼서야 먹는게 말이 됩니까ㅋㅋ…시간 많아서 시키는 것도 아니고 중간에 식사시간에 시키는건데 1-2시간씩 지연되면 우리 시간은 생각도 안하세요? 진짜 너무 실망이네요 배달비도 7천 원씩 받아가면서 장난치는 것도 아니고 이게 배달 문제인지 가게 문제인지는 모르겠는데요 진짜 미쳐버릴 것 같아요 한두 번도 아니고 적당히 좀 하세요

답변도 뭔놈에 칭찬하는 리뷰에만 답변 하시네요 문의가 들어온 곳에 적극적으로 어떻게 해결할지를 생각하고 그쪽에 답변을 해주셔야지요",1,False,배달 지연 언제까지 할겁니까…
380,380,2021-11-24 10:53:24,,"먹기 바빠서 사진은 못찍엇지만  잘 먹엇어요 ~~ 
혼자 2인분 뜍딱 아주 맛나게 해치웠네~~ 
이것저거 많이 주고 가격 비싼 데보다  여기처럼 
기본으로 주는게 전 좋아요",5,False,혼자 다 먹었어요
381,381,2021-03-29 05:17:12,,"법인카드 결제가 어려워 자주 이용이 어렵습니다.
식당명이 없이 쿠팡으로 찍히면 비용처리가 안되거든요. 

업체명 결제가 어렵다면 
다른배달앱처럼 만나서 카드결제가 있으면 좋겠네요",5,False,건의사항 있어요
382,382,2020-07-07 15:00:00,,"요즘 쿠팡이츠 너무 좋아요. 😀 최고👍👍👍
배달 파트너님들도 한결같이 신속배달을 위해 노력해주시고, 어디에 계신지 위치를 실시간으로 알 수 있어서 속이 후련해요. 
쿠팡이츠에서 주문하면 음식점 사장님들도 더 맛있게 만들어주시는 것 같은 느낌이 들어요. 
더 맛있어서요~~^^ㅎㅎㅎ
정말 요즘 쿠팡이츠 너무너무너무 좋네요💘",5,False,쿠팡이츠 최고👍
383,383,2023-09-02 12:36:48,"{'id': 38701524, 'body': '안녕하세요, 쿠팡이츠 입니다.\r\n\r\n쿠팡이츠는 한 집 배달을 원칙으로 한층 더 강화된 서비스를 제공하며, 원하는 음식을 언제 어디서든 빠르게 안전하게 배달함으로써 놀라운 고객 경험을 선사하기 위해 노력하고 있습니다. \r\n\r\n고객님의 소중한 응원의 말씀에 힘입어 지치지 않고 고객님들께서 원하는 가치를 고민하고 연구하여 꼭 보답하겠습니다. \r\n\r\n앞으로도 많은 관심 부탁 드립니다. \r\n건강 조심하시고 매일 매일 행복하세요\r\n\r\n감사합니다. \r\n\r\n- 쿠팡이츠 드림 - ', 'modified': '2023-09-04T08:18:29Z'}","배달비 무료인것도 마음에들지만 역시 맛있겠자요??
정말 오랜만에 맛있는 치킨이었어요~~^^
따뜻하게 잘 먹었습니다 물론 바삭하구요",5,False,맛있어요~^^
384,384,2019-09-04 10:14:18,,"가게에서 끼니마다 주로 배달음식만 시켜먹는데 다른 배달앱에 비해 배달료 최소주문금액 제약이 없어서 너무 좋아요 
다만 해당 음식점에 리뷰를 남겨서 피드백할수있는 기능이 생겼으면 좋겠어요
새로운 음식점 이용할때 참고할만한 리뷰나 정보가 부족해서 아쉬운 점 빼고는 만족합니다",4,False,다른 배달앱보다 훨씬 좋은듯
385,385,2023-09-09 15:25:03,"{'id': 38841658, 'body': '안녕하세요, 쿠팡이츠 입니다.\r\n\r\n먼저, 쿠팡이츠를 이용해 주시는 과정에 불편함을 드리게 되어 대단히 죄송합니다. \r\n\r\n고객님께서 불편사항의 개선이 필요하거나 도움을 받고자 청 할 수 있는 창구는 고객센터임으로 고객님의 입장에서 보다 적극적인 상담으로 긍정적은 효과를 드렸어야 하나 불편을 드린 것 같아 송구스럽습니다. \r\n\r\n고객님께서 만족스럽지 못한 경험을 한 사실에 대하여 담당부서로 공유하며, 100% 만족을 드린다는 확답을 드리지는 못하더라도 서비스 품질 향상에 힘 쓰도록 노력할 것을 약속드리겠습니다. \r\n\r\n다시 한번 사과의 말씀을 전하며, \r\n\r\n오늘도 행복한 하루가 되길 바라겠습니다.\r\n감사합니다. \r\n\r\n- 쿠팡이츠 드림 - ', 'modified': '2023-09-11T08:36:13Z'}","저녁시간대에 한강에서 쿠팡이츠로 배달 시켰고 배달오기 전에 만나기로 한 장소에서 기다리고 있었습니다. 그러던중 갑자기 배달 현황이 배달완료로 뜨더니 어디에도 배달 기사님을 찾아 볼수가 없어서 고객센터에 문의를 하니 고객님께 연락이 되지 않아서 자체 처리 되었다고 답을하고는 아직 채팅 중인데 다음 대기 손님이 있어서 채팅 종료해야된다고 통보하는 식으로 채팅을 끝내려고 하는 부분이 너무 어이가 없더군요. 

전화번호가 잘못등록되어있어서 연락이 안되서 자체 처리 된건은 취소나 재주문 처리도 해드리기 어렵다고 얘기하는데 기다리고 있었던 입장에서는 너무 황당하고 어이가 없네요. 처음에 응대할때 부터 너무 대충 처리하고 넘기려는 식의 태도가 다시는 이 서비스 안쓰고 싶게 만들어 버리네요.",1,False,배달 미수령 처리 너무 어이 없네요
386,386,2023-06-17 01:51:52,"{'id': 37200033, 'body': '안녕하세요 쿠팡이츠입니다.\r\n\r\n고객님께 만족스러운 경험을 제공하여 기쁘고 감사합니다.\r\n쿠팡이츠를 이용하는 고객님들께 최고의 경험을 드리기 위해 \r\n앞으로도 열심히 노력하겠습니다.\r\n\r\n관심을 갖고 시간 내어 리뷰 작성해주셔서 감사합니다.\r\n\r\n- 쿠팡이츠 드림 -', 'modified': '2023-06-19T08:58:39Z'}",샌드위치는 음식 특성상 배달하면서 재료가 빠지거나 흐트러지는.경우가 많다고 하는데 너무 깔끔하게 흐트러짐.없이 빨리 배달되어 너무.만족스러웠습니다.,5,False,샌드위치 배달
387,387,2021-12-06 08:28:47,,"제가 배달앱 이것저것 다 쓰다가 쿠팡이츠 써보니까
진짜 완전 맘에 들고 할인도 너무 좋고 배달도 빠르고
진짜 허점이 하나 없는 앱입니다..꼭 깔아서 쓰세요..!",5,False,최고의 배달앱!
388,388,2022-06-03 00:49:57,"{'id': 30203663, 'body': '안녕하세요 쿠팡이츠입니다.\r\n먼저 배달비 표기로 인해 불편 드린 부분 죄송합니다.\r\n\r\n배달비 표기 방식에 대해 고객님의 불편사항은 담당부서로 공유하여 개선할 수 있는 방법이 있는지 여러 방면으로 논의하도록 하겠습니다.\r\n\r\n다시 한번 이용에 불편드려 죄송합니다.\r\n감사합니다.', 'modified': '2022-06-07T02:49:53Z'}",요즘 쿠팡잇츠의 대부분의 업체가 대체로 주문금액이 크면 무료배달로 표기가 되어있는데 배달비 필터자체가 무조건 무료배달을 포함하게 되어있어서 검색 필터가 사실상 무의미합니다. 배달료 3000원 아래로 검색을 하고 싶어도 무료배달이 포함된채로 검색이 되니까 최소 주문금액만 채우면 4000원  그 이상 더 시키면 무료배달 이런 조건의 업체도 검색 결과에 나오게 됩니다. 배달비 검색 필터를 무료배달을 무조건 포함하게 하는것이 아니라 2000원~3000원 이런식으로 검색할 수 있었으면 좋겠습니다.,3,False,배달비 필터를 수정해주셨으면 합니다.
389,389,2022-03-13 05:01:19,,"진짜 너무 화가 나서 어디사이트든 다 올리고싶을 지경이고 지금 일단 처음으로 이곳을 택했는데 
여기 진짜 동네 구멍가게인건지 양아치에요
배달기사 배정이 안되서 2시간째기다리는것도 모자라서 너무 배고파서 취소하려고 하는데 고객센터 연결 절대안됩니다 30분째 고객센터 연결에 시간쓰고 있어요 진짜 일부러 안받는건지 이런식으로 몇시간을 기다리는 결국 배달받게해서 취소못하게 만들 작정인거 같네요 별한개도 아까운데 제발 여러분 여기서 시키지마세요 저처럼 이런날 옵니다!!!",1,False,쿠팡이츠 쓰지마세요 제발요
390,390,2022-02-23 03:42:09,,"주문 했는데 배달 완료 뜨고 음식이 안와서 배달기사한테 전화하니 계속 안받고... 그래서 고객센터에 전화하니 주소 확인하는데 지번주소 불러줬더만 도로명 부르라고... 아니 회사가 지번 검색이 안되나?? 아니 어디에서든 지번이든 도로명이든 입력하면 둘다 알아서 나와서 알려주는데 직원이 멍청한건지.. 그리고 기사 통화후 전화 오더니 배달기사 정정배달 주장? 인가 뭐라고 계속 말하는데 뭐지 처음에 뭔소리 하나 했는데 계속그래서 믈어보니 잘못말했다고.. 한 두번도 아니고 계속 잘못말하고 있었냐고.. 그리고 보상고 주문하고 배달시간 + 고객센터 전화후 처리까지 거의 1시간을 말렸는데 1시간동안 밥도 못먹고 쿠팡이츠에서 잘못이라고 해준 보상이 5천원 쿠폰 한장?? 
요즘 최저임금이 만원돈인데 난 최저임금보다 못한 느낌이고.. 하 고객센터도 새우튀김 사건 이후로 나아진 느낌은 없고 바보같은 사람이 기계식 느낌의 답변만 하고 있고 에휴",1,False,하... 제대로 하자 쿠팡아
391,391,2022-01-11 04:51:44,,"좀 길더라도 한번씩 읽고 지나가주세요

이게 도대체 몇번째인지 모르겠는데 점심시간때 시키면 2시간을 넘어가야 배달이 옵니다. 음식이 다 식어서요;
주문한지 한시간반이 지나도 감감무소식이길래 앱 켜봤더니 아직도 음식준비중이라고 뜨고, 가게에 전화해보면 자기들은 이미 만들었는데 배달 기사가 배정이 안된 거닊가 쿠팡이츠에 전화하라네요? 그와중에 쿠팡 이츠는 또 전화 안받아서 10번 넘게 전화 걸고 ㅋㅋㅋㅋ
여러번 전화해서 겨우 연결된 상담원은 죄송하다고, 자기가 알아보겠다고 하고는 또 30분 넘게 전화를 안 주다가, 두번 걸고 받자마자 끊더라고요. 제가 계속 핸드폰 쥐고 전화 기다리고 있었는데, 쿠팡이츠에 전화 와서 받으니까 바로 끊기를 두번 반복하더라고욬ㅋㅋㅋㅋ 그래놓고 문자로 “고객님이 전화를 안 받는다” ㅇㅈㄹ
점심시간이고 사람들 다 밥 주문하는 시간이니까 어느정도 배송 지연은 이해하겠지만, 이따위 꼼수나 부리고, 음식은 딱딱하게 식어서 와놓고 제대로 된 사과나 보상도 없고, 서로 책임만 회피하는 걸 보니 한심하고 답답하네영ㅋㅋ

앞으로 이딴 쓰레기같은 서비스 안 쓰렵니다",1,False,한두번도 아니고 지금 장난하세요?
392,392,2021-02-23 14:51:00,,"수도권이라 그런지, 진짜 주문한지 20분만에 치킨이 똬!!! 실시간으로 어디에 오는지 보이네요~ 배민를 항상 썼는데, 쿠팡이츠로 갈아탈것 같아요!!!",5,False,너무 빨라서 진짜 좋아요!!!
393,393,2021-11-20 07:29:20,,얼마 전부터 가게 상세 화면에서 스크롤 올릴때 한번씩 걸렸다가 넘어가고 있는데요. 의도하신 업데이트라면 매우 불편합니다. 그리고 갑자기 음식점 데이터 다 사라졌다가 몇분 뒤 정상화되는 증상 최근들어 자주 발생하네요.,3,False,스크롤 오류
394,394,2021-09-02 07:26:03,,"배달 파트너 어떤 종류 탈것을 운전해서 오시는지 선호하는/비선호하는 탈것 선택해서 
자동차 운전으로 오시는 분들은 제외하고 픽업할 수 있도록 할수는 없나요. 집 위치가 차로 오시기에 많이 불편하고 막힌 도로 끝에 위치한 집이라서 저도 욕먹기 싫고 배달 오시는 분도 힘들고 불편하실거 같아서 자동차로는 좀 안오셨으면 해서 의견 남깁니다..",3,False,제 리뷰가 표시가 안되네요.
395,395,2021-04-19 14:04:21,,"메뉴 타어플에 비해 빠진 것이 더 많고 리뷰서비스는 쿠팡이츠가 타어플에비해 수수료 높다고 없는경우가 대부분 그러면 여기가 쿠폰을 더 줘서 싸게 1,2천원 먹는다 쳐도 결국엔 서비스 못받는거니 다른 어플 사용하는거랑 다른 메리트는 없음. 배달비 미리 안보이는 것도 단점.

여기 수수료 더 높다고 가게에서 리뷰서비스 안준다 이 말 들었을 땐 진짜 ㅋㅋㅋ기존에 있던 배달 어플이랑 뭐가 다르단거지? 오히려 리뷰이벤트엿던 걸 시키려면 돈이 더 드는걸?을 느낌 ㅋ",3,False,메뉴 다름 리뷰서비스 없음 배달비 미리 안보임
396,396,2020-06-10 03:38:34,,"배달앱들 그동안 많이 써봤는데
쿠팡이츠가 갑오브갑이네요
빨리 배달되서 자주 쓰게되는거같아요
이번에 한소희 광고모델로 쓴것도 넘 좋음",5,False,다른 배달앱들과 비교될만큼 굉장히 빨리오네요
397,397,2020-10-09 14:04:43,,"첫주문 할인해준다고해서 했더니 여러군데서 할인인해준다고? 재료가 없다는등 구실대면서 주문취소시켜버리는. 표시를 하던가 차라리. 아주 싼곳에서 주문해야 할인가능했던거같아요. 
 
근데 솔직히 배달 빨리하는곳 믿을게 못믿기도하고 실제로 등록된 식당이아니라 중간어디 구석에서 대충만들어서 빨리온다는 말도들었는데, 쿠팡에츠는 배달경로가 보여서 이부분은 좀 믿음이 가요. 근데 할인쿠폰적용이불가한건 미리보여주셨으면하네요. 쿠팡에서 채소나 과일 사는건 진짜 추천하고 싶지만 음식배달앱이 아직 좀 아닌거같아요.",2,False,실제로 할인쿠폰적용매장이없어요. 앱깔게만드는
398,398,2020-01-04 01:09:48,,배민만 쓰다가 한번 넘어왔는데 이 앱 흥했으면....좋겠어요 여기까지 달려와서 리뷰 안남기는데 정말 개쩔어요 배달맛집....오래오래 해주세요.....,5,False,개빠름.... 편리함... 최고....
399,399,2023-05-31 11:46:06,"{'id': 36926108, 'body': '안녕하세요 쿠팡이츠입니다.\r\n\r\n고객님께 만족스러운 경험을 제공하여 기쁘고 감사합니다.\r\n쿠팡이츠를 이용하는 고객님들께 최고의 경험을 드리기 위해 \r\n앞으로도 열심히 노력하겠습니다.\r\n\r\n관심을 갖고 시간 내어 리뷰 작성해주셔서 감사합니다.\r\n\r\n- 쿠팡이츠 드림 -', 'modified': '2023-06-05T09:08:26Z'}","결제버튼 누르고 바로 돈나가서 깜짝놀랐어요 ㅋㅋㅋux지렸당 1년넘게 요기요 구독중였는데 취소했어요
와우혜택 좋아요 배달도 쿠팡",5,False,와우혜택 좋아요 역시 갓팡
400,400,2022-10-10 05:13:48,,"주문하면 언제쯤 도착할지 미리 예측할 수 있어
너무 좋은 앱인거 같아요~~~~~!!^^",5,False,배달이 실시간으로 보여요
401,401,2022-02-27 11:34:52,,제가 실제로 외식 해보았던 집들이 배달로 만날수 있어서 좋아요 배달도 엄청 빠르네요 전 빠른것도 좋지만 라이더 분들 안전하게 다니시기를 바랍니다,5,False,맛집 많아요
402,402,2021-05-10 08:51:08,,쿠팡이츠 배달속도가 아주 빨라서 자주 사용하는데 가게에 위생관련 정보를 찾을 수 가 없네요 업데이트좀 부탁드립니다,5,False,좋은 어플
403,403,2020-07-22 07:16:54,,"다른 배달앱도 많은데 쿠팡이츠는 내가 주문한 음식을 따뜻하게 먹을 수 있고 주문한 음식이 어디에 오고 있는지 정확하게 알 수 있어서 ㅂㅁ,ㅇㄱㅇ 에서  쿠팡이츠로 갈아탔습니다.. 할인쿠폰도 다른 앱보다 많고 선택의 폭도 맘에 듭니다!!! 👍👍",5,False,정말 빠른 쿠팡이츠
404,404,2021-01-18 05:37:21,,"똑같은 배달 배민에서 시켜도 안 이러던데 쿠팡 라이더들은 왜 길 찾는데 20분동안 걸리죠?
입사 조건에 길치도 포함인가요?",1,False,쿠팡 라이더들은 죄다 길치인가요?
405,405,2020-03-05 09:48:16,,동네 음식점 구경하고 음식 주문하고 결재까지 쉽고 간편하게(쿠팡은 확실히 인터페이스가 직관적이라 마음에 들어요) 이루어져요. 이 점은 확실히 배민보다 좋은 것 같아요. 그리고 무엇보다 음식이 식지 않고 빨리 온다는 점이 가장 좋아요!!,5,False,확실히 빨라여! 로켓배달!
406,406,2020-03-05 02:15:12,,"빠르다 빠르다 듣기는 했지만 이정도일 줄 몰랐네요 ㅋㅋㅋㅋㅋ 평소 배민이나 요기요 사용하면서 60분 70분 배달이 기본이라 생각하고 살았었는데, 막상 쿠팡이츠로 30분만에 먹으니 확실히 빠르긴 빠르다~ 아고 느껴집니다. 배달판 로켓배송 같은 느낌이에요 ㅋㅋㅋ",5,False,배달이 정말 빨라요!
407,407,2023-02-05 06:24:42,"{'id': 34718862, 'body': '안녕하세요 쿠팡이츠입니다.\r\n\r\n고객님께 만족스러운 경험을 제공하여 기쁘고 감사합니다.\r\n쿠팡이츠를 이용하는 고객님들께 최고의 경험을 드리기 위해 \r\n앞으로도 열심히 노력하겠습니다.\r\n\r\n관심을 갖고 시간 내어 리뷰 작성해주셔서 감사합니다.\r\n\r\n- 쿠팡이츠 드림 -', 'modified': '2023-02-07T07:39:21Z'}",코로나의 걸려 몸이 좋지 않을 때 쿠팡이츠를 통해 죽을 배달 시켜 먹을 수 있어 영양 관리를 일치 않을 수 있었습니다 덕분에 지금은 많이 회복 했습니다,5,False,몸이 아플 때 든든한 영양 관리
408,408,2023-08-17 13:30:04,"{'id': 38423911, 'body': '안녕하세요, 쿠팡이츠 입니다.\r\n \r\n먼저 쿠팡이츠 APP을 이용하시는 과정에 불편을 드리게 된 점 사과 말씀 드립니다. \r\n \r\nAPP 사용 시 개선이 필요한 점에 대하여 말씀하여 주신 고객님의 의견을 담당 부서로 공유하여 점검하며 보다 편리한 APP으로 이용하실 수 있도록 개선해 나가겠습니다.\r\n \r\n앞으로도 많은 관심 부탁 드립니다.\r\n \r\n감사합니다. \r\n \r\n- 쿠팡이츠 드림 -', 'modified': '2023-08-21T09:03:40Z'}",왜 잘되더니 업데이트 하면서 과거주문내역이 검색이 안되나여?? 크리티컬한데 빨리 수정해주세요. 애 밥시켜줘야해서 빨리 찾아야 하는데 ㅜㅜ 이 기능이 안됩니다.,4,False,과거주문내역 검색불가
409,409,2021-04-19 13:24:57,,"처음 주문 했는데 너무 만족 합니다.. 
재주문 의사 200% 
힘든 시기 힘내시고 화이팅 하세요!! 
맛있게 먹겠습니다!!",5,False,블루라벨+오도로추가
410,410,2022-12-31 18:09:20,"{'id': 34036458, 'body': '안녕하세요 쿠팡이츠입니다.\r\n먼저 쿠팡이츠 이용중 발생된 문제에 대해 사과말씀드립니다.\r\n\r\n말씀주신 문제에 대해 보다 정확한 확인과 중재에 대한 도움이 필요하실 경우고객센터 [1670-9827]로 문의 주실 경우 확인 후 안내드릴 수 있도록 하겠습니다.\r\n\r\n고객님께 더욱 나은 서비스 제공 하기 위해 고민하는\r\n쿠팡이츠가 되겠습니다.\r\n이용에 불편드린점 다시한번 죄송합니다.\r\n\r\n감사합니다.', 'modified': '2023-01-02T04:56:22Z'}","연말이라 맛있는거 먹고 싶어 시킨 음식에 우리가 주문하지 않은 음식이 껴있었고 음식점과 쿠팡이츠 둘 다 연락해서 수거해가라고 연락했습니다. 8시 9시 10시 몇번을 연락해도 기사님은 안오시더니 새벽2시 반에 초인종? 자다가 뭔 날벼락인가요? 이럴거면 폐기를 하라고 연락을 주던가 늦게 갈테니 밖에 내놔달라 하던가 하지 미친건가요? 아무런 연락도 없다가 갑자기 새벽 두시에 초인종 누르면 저희가 누군줄 알고 문을 열어줘야 하는건가요..
이 새벽에 온 게 배달원인지 살인마인지 알 수도 없었던 상황이라 너무 놀라서 잠도 안오네요. 이 소름끼치는 경험에 너무 화나고 황당해서 그냥 어플을 삭제하고 다신 쓰지 않으려 합니다.",1,False,새벽에 초인종 누르고 음식수거 하는게 말이 되나요?
411,411,2021-04-09 08:17:29,,"카드 결제가 본인만 가능해서 굉장히 불편해요!
가족회사여서 야근시 저녁 할때라던가 주문을 가족 카드로 해야되는 경우도 있고 한데 본인 카드 외의 카드가 막혀 아쉽습니다!",5,False,불편한점 하나만 적겠습니다
412,412,2021-03-27 03:12:27,,"쿠팡이츠 최고네요~
실시간확인도되고 빠르고 배달의민족보다 훨씬좋아요
우리동네엔 아직 등록되지않은업체가 좀있긴하지만 ....더많이등록되었음좋겠어요",5,False,짱
413,413,2020-09-03 07:11:21,,쿠팡이츠 최고네요 10분만에 배달온 적은 처음이에요 정말 아무리 다른 업체에서 비난을 하고 깔아내리려고 해도 꿋꿋하게 버텨주세요 쿠팡 응원합니다!!,5,False,저도 배민 삭제했습니다
414,414,2020-05-15 14:42:10,,배달앱중에 이렇게 만족도가 높은앱은 첨이예요 ㅡ 다른앱이랑 다르게 소통이며 주문상황이며 너무 잘 나오고 정말 최고최고예요 ㅡ 모든 음식점ㅇ 쿠팡이츠를 사용하는 그날까지 ㅡ 제발 번창하시기를 ~~,5,False,최고최고
415,415,2020-02-05 09:19:47,,그냥 다시 배민 요기요 쓰러 갑니다~,5,False,쿠폰 받으려고 가입했는데 렉인지 오류인지 쿠폰이 사라졌어요ㅋㅋㅋㅋ  물론 그쪽도 나름의 고충이 있겠지만 똥개훈련 시키는 것도 아니고.... 앞으로 다시는 쓸 일없을 어플이네요!
416,416,2019-09-25 06:19:52,,"강남구 기준 엄청 빨리오고 바로바로 알림뜨고 
만족스러워요~ 다른 어플은 사용하지 않습니다.
배달이 어디쯤 왔나 확인도 가능하고 넘 만족스럽네요~",5,False,너무만족스럽게 이용중입니다
417,417,2022-09-17 08:27:35,,한집에 하나씩만해서 신속한 배달이 이 앱의 최대장점이라 생각했는데 요새는 좀 섞이는게 보입니다. 앱개발 당시의 강점을 밀고나가는 앱이 되길..,5,False,처음의 앱개발 목적을 지키길
418,418,2019-08-14 13:38:03,,두번 시켜먹었고 두번 다 강아지때문에 벨 누르지 말아달라고 현관비밀번호랑 메모 남겼는데 벨 울려서 난감했어요..배달원들한테도 전달사항 남길 수 있게 메모칸을 따로 만들어 주시면 좋을거 같네요. 다른건 다 좋습니다.,4,False,다 좋은데 매장전달사항은 배달원들한테는 전달이 안되나봐요..?
419,419,2022-02-15 11:24:44,,별점 5점인데서 시켰는데 이물질 나오고 리뷰 상세하게 보니 7개 중 3개가 1점 그 중에 심지어 이물질 나왔다는 리뷰도 있던데 거짓 별점에 속았음 배달 주소 잘못 입력했는데 상담사는 파트너 설득도 못하고 어쨌든 고객이 잘못입력한거니 오배송지 집앞에 두고 가라고 함 파트너가 안된다고 하니 쿠팡이츠에서는 해결해 줄 수 없다고 함 이럴거면 내가 나가서 사오지 도대체 배달플랫폼을 왜 이용한건지 결국 택시 타고 갔다 옴 이앱 여러번 이용해봤는데 2-30분이면 온다고 써놓고 그 시간 지나도 안오고 전화하면 파트너가 배정이 안됐다고 기다리라함 그러다 결국 배정안되면 한참 지나서 취소되고 하는거 빈번하게 있는 일임 그럼 시간을 그렇게 입력해 놓지를 말던지 여기 시스템 자체가 잘못됐음 맛있는 음식을 빠르고 편하게는 무슨 ㅡㅡ,1,False,배달
420,420,2021-08-15 09:22:01,,"메뉴 리스트 스크롤이 언젠가부터 빠르게 끊겨서 더이상 내려가질 않습니다, 식당이 100개정도만 보여요. 제 폰에서만 이래요 (아이폰12프로)..",5,False,어느순간부터 스크롤이 내려가질 않습니다
421,421,2020-07-03 10:48:40,,"주문과 배달 과정을 세세하게 안내해줘서 이제나저제나 언제오나 답답하지 않고, 기쁘게 기다릴 수가 있어서 좋아요. 다른 배달앱에 비해 배달이 빠른 편이라 음식을 따뜻한 상태에서 먹을 수 있는게 무엇보다 만족스럽습니다.",5,False,"빠른 배달, 따뜻한 음식"
422,422,2021-06-30 03:56:57,,"치타배달이래놓고 1시간 반넘게 기사 배정도 안되는건 다반사고 음식 다른주소로 잘못 보내놓고 연락도 더럽게 안받는 고객센터 여차저차 연결되서 항의했더니 ""아~ 그럼 취소해드릴까요?""
고객들 식사시간이 한정되어 있다는 고려조차 안하는 싸이코패스 어플. 아무리 메일 보내도 머 3000원짜리 쿠폰준다그러고ㅋㅋㅋ 누굴 날백수거지로 아나. 이거 결국 고객들은 배민과 본인들 아니면 선택지가 없다는걸 알고 이런식으로 구는거임. 나 하나 쿠팡이츠 안쓴다고 망하진 않겠지만 당신들 망하는 첫걸음이 되길 간절히 기도하며 이만 리뷰 줄입니다~",1,False,문제생기면 무조건 나몰라라하는 어플
423,423,2021-05-21 14:26:15,,영수증 보기에 제가 리뷰를 적었는디 안 적었는지 볼 수 있더록 리뷰도 함께 넣어주셨으면 좋겠어요ㅠㅠ 가끔 제가 리뷰한다고 했나? 배달기사님께 요청사항 잘 적었나 확인하고 싶어도 영수증에는 안 나와서 답답하네요ㅠㅠ,5,False,영수증에 리뷰 넣어주세용~~~!
